,HgtMOLA,LatPC,LonW,Denkgm3,Temp,EWind,EWTot,NWind,NWTot,VWind,DensP
0,124.63,0.02,359.37,1.762e-09,121.8,14.4,1.3,19.3,31.7,-0.8,2.567234e-09
1,123.63,0.02,359.37,2.064e-09,120.5,13.7,1.6,19.8,30.2,0.2,3.296208e-09
2,122.63,0.02,359.37,2.436e-09,119.3,12.6,1.0,19.9,28.2,0.9,3.5955359999999997e-09
3,121.63,0.02,359.37,2.877e-09,118.0,11.4,10.9,20.0,32.6,0.2,3.334443e-09
4,120.63,0.02,359.37,3.397e-09,116.8,10.3,20.9,20.1,32.3,-1.2,3.536277e-09
5,119.63,0.02,359.37,4.012e-09,115.5,9.1,24.8,20.2,30.5,-2.4,4.1845159999999995e-09
6,118.63,0.02,359.37,4.739e-09,114.4,7.9,20.0,20.1,28.1,0.3,5.35507e-09
7,117.63,0.02,359.37,5.59e-09,113.7,6.5,13.3,19.5,31.0,0.2,7.07694e-09
8,116.63,0.02,359.37,6.596e-09,113.1,5.1,14.7,18.8,35.1,-0.5,8.653952e-09
9,115.63,0.02,359.37,7.783e-09,112.4,3.7,7.7,18.1,33.3,2.4,1.0709407999999998e-08
10,114.63,0.02,359.37,9.185e-09,111.8,2.2,8.4,17.4,35.8,2.8,1.4007124999999998e-08
11,113.63,0.02,359.37,1.083e-08,111.2,0.9,17.7,16.6,20.6,3.9,1.596342e-08
12,112.63,0.02,359.37,1.273e-08,111.4,-0.0,10.5,15.4,28.3,2.8,1.946417e-08
13,111.63,0.02,359.37,1.496e-08,111.5,-1.0,10.7,14.1,27.1,3.6,1.596232e-08
14,110.63,0.02,359.37,1.759e-08,111.7,-1.9,5.9,12.9,17.1,1.9,2.335952e-08
15,109.63,0.02,359.37,2.067e-08,111.8,-2.9,11.2,11.6,18.9,1.9,3.069495e-08
16,108.63,0.02,359.37,2.427e-08,112.1,-3.7,7.1,10.4,14.6,1.6,3.565263e-08
17,107.63,0.02,359.37,2.829e-08,112.8,-3.9,6.7,9.1,24.9,1.8,4.150143e-08
18,106.63,0.02,359.37,3.297e-08,113.6,-4.2,7.4,7.8,20.8,3.0,4.312476e-08
19,105.63,0.02,359.37,3.844e-08,114.3,-4.4,0.5,6.5,10.9,2.8,4.5205439999999995e-08
20,104.63,0.02,359.37,4.481e-08,115.1,-4.6,-1.6,5.2,9.2,3.8,5.820819e-08
21,103.63,0.02,359.37,5.22e-08,115.9,-4.8,-3.4,4.0,13.9,5.6,7.75692e-08
22,102.63,0.02,359.37,6.051e-08,116.8,-4.6,-5.2,2.9,18.0,6.6,7.291455000000001e-08
23,101.63,0.02,359.37,7.015e-08,117.7,-4.5,-7.7,1.8,23.6,4.1,1.0262945e-07
24,100.63,0.02,359.37,8.133e-08,118.6,-4.3,-9.1,0.7,26.9,4.3,9.222821999999999e-08
25,99.63,0.02,359.37,9.43e-08,119.5,-4.1,-11.6,-0.4,21.6,3.1,8.288970000000001e-08
26,98.63,0.02,359.37,1.093e-07,120.3,-4.0,-14.2,-1.4,12.2,2.3,9.837000000000001e-08
27,97.63,0.02,359.37,1.261e-07,121.1,-3.6,-6.1,-2.3,10.6,3.0,1.234519e-07
28,96.63,0.02,359.37,1.454e-07,121.8,-3.3,2.6,-3.1,5.0,2.3,1.625572e-07
29,95.63,0.02,359.37,1.678e-07,122.5,-2.9,-3.7,-3.9,2.8,3.3,1.9649380000000003e-07
30,94.63,0.02,359.37,1.936e-07,123.3,-2.6,-11.6,-4.7,1.8,3.9,2.330944e-07
31,93.63,0.02,359.37,2.242e-07,124.0,-2.3,-13.8,-5.5,6.7,4.7,2.585026e-07
32,92.63,0.02,359.37,2.649e-07,124.6,-2.0,-9.5,-5.8,1.0,2.8,3.3086010000000003e-07
33,91.63,0.02,359.37,3.131e-07,125.2,-1.7,-9.4,-6.2,3.8,0.8,4.136051e-07
34,90.63,0.02,359.37,3.7e-07,125.8,-1.4,-17.1,-6.5,5.7,-1.0,4.6804999999999996e-07
35,89.63,0.02,359.37,4.372e-07,126.4,-1.1,-17.6,-6.9,6.7,-3.8,6.147032e-07
36,88.63,0.02,359.37,5.227e-07,127.0,-0.8,-2.9,-7.2,10.2,-3.3,7.364843e-07
37,87.63,0.02,359.37,6.703e-07,127.9,-0.8,-6.2,-7.1,1.8,-2.9,8.331829e-07
38,86.63,0.02,359.37,8.596e-07,128.8,-0.8,-2.2,-7.0,-5.7,-3.1,1.1114628e-06
39,85.63,0.02,359.37,1.102e-06,129.7,-0.8,-1.1,-6.9,-9.5,-2.3,1.1504880000000001e-06
40,84.63,0.02,359.37,1.414e-06,130.6,-0.7,-3.5,-6.9,-13.9,-0.1,1.2457339999999999e-06
41,83.63,0.02,359.37,1.777e-06,131.1,-0.2,1.7,-6.3,-14.0,0.6,1.6526100000000001e-06
42,82.63,0.02,359.37,1.978e-06,129.6,3.6,8.3,-3.0,-7.3,-0.4,1.5922900000000001e-06
43,81.63,0.02,359.37,2.202e-06,128.1,7.4,8.3,0.3,-4.7,-1.2,1.895922e-06
44,80.63,0.02,359.37,2.452e-06,126.6,11.2,11.9,3.6,-2.5,-2.0,2.199444e-06
45,79.63,0.02,359.37,2.731e-06,125.2,14.9,17.2,6.9,-1.4,-0.9,2.638146e-06
46,78.63,0.02,359.37,3.042e-06,123.7,18.7,28.6,10.1,5.4,-1.5,2.8533959999999995e-06
