,HgtMOLA,LatPC,LonW,Denkgm3,Temp,EWind,EWTot,NWind,NWTot,VWind,DensP
0,125.04,0.61,0.92,1.644e-09,122.4,14.4,-6.7,19.4,27.5,-1.1,2.44956e-09
1,124.94,0.61,0.92,1.67e-09,122.3,14.3,-6.6,19.4,27.2,-0.9,2.34802e-09
2,124.84,0.61,0.92,1.697e-09,122.1,14.3,-5.1,19.5,27.8,-1.3,2.148402e-09
3,124.74,0.61,0.92,1.723e-09,122.0,14.2,-7.6,19.6,24.5,-1.9,2.131351e-09
4,124.64,0.61,0.92,1.751e-09,121.9,14.1,-6.9,19.6,26.7,-2.2,1.9996419999999997e-09
5,124.54,0.61,0.92,1.778e-09,121.8,14.1,-3.5,19.7,30.1,-3.1,2.014474e-09
6,124.44,0.61,0.92,1.806e-09,121.7,14.0,-2.5,19.7,34.0,-3.2,1.957704e-09
7,124.34,0.61,0.92,1.835e-09,121.5,14.0,-4.4,19.8,31.4,-3.0,2.093735e-09
8,124.24,0.61,0.92,1.864e-09,121.4,13.9,-4.9,19.9,32.9,-2.9,2.1641040000000005e-09
9,124.14,0.61,0.92,1.893e-09,121.3,13.8,-6.8,19.9,30.8,-2.7,2.1088020000000002e-09
10,124.04,0.61,0.92,1.923e-09,121.2,13.8,-7.9,20.0,32.2,-2.2,2.167221e-09
11,123.94,0.61,0.92,1.953e-09,121.0,13.7,-8.4,20.1,30.9,-1.9,1.9998720000000003e-09
12,123.84,0.61,0.92,1.984e-09,120.9,13.7,-4.3,20.1,34.6,-1.6,1.9482880000000003e-09
13,123.74,0.61,0.92,2.016e-09,120.8,13.6,-4.6,20.2,37.8,-1.0,2.0119680000000002e-09
14,123.64,0.61,0.92,2.049e-09,120.7,13.5,-3.1,20.2,36.4,-1.6,2.126862e-09
15,123.54,0.61,0.92,2.084e-09,120.6,13.3,-2.9,20.2,34.3,-2.9,2.1569399999999998e-09
16,123.44,0.61,0.92,2.119e-09,120.4,13.2,-1.8,20.2,35.7,-2.8,2.280044e-09
17,123.34,0.61,0.92,2.154e-09,120.3,13.1,-3.2,20.2,32.8,-3.1,2.171232e-09
18,123.24,0.61,0.92,2.19e-09,120.2,13.0,-4.7,20.2,33.8,-3.1,2.0805e-09
