,HgtMOLA,LatPC,LonW,Denkgm3,Temp,EWind,EWTot,NWind,NWTot,VWind,DensP
0,124.13,-0.41,0.83,1.91e-09,120.8,14.9,21.3,19.0,-1.7,0.2,2.1926799999999995e-09
1,124.03,-0.41,0.83,1.94e-09,120.6,14.9,17.9,19.1,-1.5,0.4,2.09908e-09
2,123.93,-0.41,0.83,1.97e-09,120.5,14.8,11.3,19.1,-0.6,0.7,2.13351e-09
3,123.83,-0.41,0.83,2.002e-09,120.4,14.7,10.2,19.2,-0.9,0.9,2.3383359999999996e-09
4,123.73,-0.41,0.83,2.034e-09,120.3,14.7,11.9,19.2,-1.4,0.7,2.5791119999999996e-09
5,123.63,-0.41,0.83,2.068e-09,120.1,14.5,8.4,19.2,-3.1,0.4,2.694604e-09
6,123.53,-0.41,0.83,2.103e-09,120.0,14.4,7.0,19.2,0.8,0.3,3.0030839999999996e-09
7,123.43,-0.41,0.83,2.138e-09,119.9,14.3,9.5,19.2,2.4,0.2,2.9675439999999995e-09
8,123.33,-0.41,0.83,2.173e-09,119.8,14.2,10.9,19.2,2.8,0.9,2.8966089999999997e-09
9,123.23,-0.41,0.83,2.21e-09,119.7,14.1,11.8,19.2,5.6,0.7,2.9569800000000003e-09
10,123.13,-0.41,0.83,2.247e-09,119.5,13.9,11.1,19.2,2.3,0.8,3.157035e-09
11,123.03,-0.41,0.83,2.284e-09,119.4,13.8,14.6,19.2,3.9,1.2,3.35748e-09
12,122.93,-0.41,0.83,2.322e-09,119.3,13.7,14.4,19.2,3.5,1.1,3.4946099999999998e-09
13,122.83,-0.41,0.83,2.361e-09,119.2,13.6,13.3,19.2,3.4,1.8,3.6595500000000003e-09
14,122.73,-0.41,0.83,2.4e-09,119.1,13.4,10.4,19.2,3.3,1.6,3.84e-09
15,122.63,-0.41,0.83,2.441e-09,118.9,13.3,9.3,19.2,2.2,1.0,3.702997e-09
16,122.53,-0.41,0.83,2.481e-09,118.8,13.2,10.8,19.2,5.6,0.8,3.915018000000001e-09
17,122.43,-0.41,0.83,2.523e-09,118.7,13.1,11.6,19.2,6.5,0.1,3.940926e-09
18,122.33,-0.41,0.83,2.565e-09,118.6,13.0,9.1,19.2,7.5,0.9,3.896235e-09
19,122.23,-0.41,0.83,2.608e-09,118.4,12.8,6.5,19.2,7.4,0.3,3.7816e-09
20,122.13,-0.41,0.83,2.651e-09,118.3,12.7,5.0,19.2,6.5,-0.9,3.7246550000000003e-09
21,122.03,-0.41,0.83,2.696e-09,118.2,12.6,7.0,19.2,6.6,-0.4,3.582984e-09
22,121.93,-0.41,0.83,2.741e-09,118.1,12.5,7.2,19.2,6.0,-0.2,3.763393e-09
23,121.83,-0.41,0.83,2.787e-09,118.0,12.4,6.1,19.2,7.6,0.5,4.032789e-09
24,121.73,-0.41,0.83,2.833e-09,117.8,12.2,6.5,19.2,4.2,0.1,3.7055640000000002e-09
25,121.63,-0.41,0.83,2.881e-09,117.7,12.1,7.3,19.2,4.6,-0.3,3.823086999999999e-09
26,121.53,-0.41,0.83,2.929e-09,117.6,12.0,4.7,19.2,2.2,-0.8,3.9014280000000004e-09
27,121.43,-0.41,0.83,2.978e-09,117.5,11.9,4.0,19.2,3.8,-0.0,4.008388e-09
28,121.33,-0.41,0.83,3.028e-09,117.4,11.8,6.8,19.2,7.4,-0.1,3.984848e-09
29,121.23,-0.41,0.83,3.078e-09,117.2,11.6,8.9,19.2,6.3,-0.4,4.358448e-09
30,121.13,-0.41,0.83,3.13e-09,117.1,11.5,7.8,19.2,6.0,-0.0,4.51346e-09
31,121.03,-0.41,0.83,3.182e-09,117.0,11.4,6.3,19.2,6.7,-0.1,4.7061780000000006e-09
32,120.93,-0.41,0.84,3.236e-09,116.9,11.3,5.1,19.2,5.2,-0.3,4.682492e-09
33,120.83,-0.41,0.84,3.29e-09,116.8,11.2,7.7,19.2,0.1,0.2,4.99093e-09
34,120.73,-0.41,0.84,3.345e-09,116.6,11.0,7.5,19.2,-0.9,0.3,5.16468e-09
