,HgtMOLA,LatPC,LonW,Denkgm3,Temp,EWind,EWTot,NWind,NWTot,VWind,DensP
0,124.09,-0.4,0.35,1.921e-09,120.8,14.8,14.5,19.1,47.5,1.7,1.6943219999999998e-09
1,123.09,-0.4,0.35,2.261e-09,119.5,13.8,10.8,19.3,36.6,2.4,1.971592e-09
2,122.09,-0.4,0.35,2.668e-09,118.3,12.6,4.6,19.3,35.8,2.5,2.299816e-09
3,121.09,-0.4,0.35,3.15e-09,117.1,11.4,-2.2,19.3,30.2,4.5,2.4475500000000003e-09
4,120.09,-0.4,0.35,3.719e-09,115.9,10.2,5.5,19.3,36.1,3.3,3.79338e-09
5,119.09,-0.4,0.35,4.392e-09,114.7,9.0,6.4,19.3,31.1,1.1,4.21632e-09
6,118.09,-0.4,0.35,5.184e-09,113.8,7.6,8.6,18.8,23.3,3.2,5.168448e-09
7,117.09,-0.4,0.35,6.117e-09,113.2,6.2,7.4,18.1,17.2,1.2,6.9366779999999994e-09
8,116.09,-0.4,0.35,7.218e-09,112.6,4.8,-5.1,17.4,22.9,1.3,8.113032e-09
9,115.09,-0.4,0.35,8.519e-09,112.0,3.3,3.2,16.6,23.1,-0.3,7.454125e-09
10,114.09,-0.4,0.35,1.006e-08,111.3,1.9,-2.0,15.9,18.7,0.4,8.72202e-09
11,113.09,-0.4,0.35,1.183e-08,111.3,0.8,-4.7,14.8,12.5,-1.7,9.60596e-09
12,112.09,-0.4,0.35,1.39e-08,111.4,-0.1,-1.5,13.6,24.9,-3.4,7.867399999999999e-09
13,111.09,-0.4,0.35,1.633e-08,111.6,-1.1,8.3,12.4,26.0,-2.2,9.046820000000002e-09
14,110.09,-0.4,0.35,1.919e-08,111.8,-2.0,19.3,11.2,21.3,-2.8,1.0919109999999999e-08
15,109.09,-0.4,0.35,2.255e-08,112.0,-2.9,12.9,10.0,18.2,-2.9,1.436435e-08
16,108.09,-0.4,0.35,2.635e-08,112.6,-3.4,19.4,8.8,13.8,-3.1,1.49668e-08
17,107.09,-0.4,0.35,3.07e-08,113.3,-3.6,24.0,7.5,12.7,-2.6,2.1090899999999998e-08
18,106.09,-0.4,0.35,3.578e-08,114.1,-3.9,25.6,6.3,20.6,-3.7,2.465242e-08
19,105.09,-0.4,0.35,4.17e-08,114.9,-4.1,25.1,5.1,15.9,-3.1,3.2943000000000006e-08
20,104.09,-0.4,0.35,4.86e-08,115.7,-4.3,18.8,3.9,21.2,-1.1,4.903739999999999e-08
21,103.09,-0.4,0.35,5.642e-08,116.5,-4.3,13.4,2.8,9.7,-1.0,6.256977999999999e-08
22,102.09,-0.4,0.35,6.539e-08,117.4,-4.1,0.7,1.8,6.2,-1.5,5.322746e-08
23,101.09,-0.4,0.35,7.578e-08,118.3,-3.9,0.6,0.8,8.5,1.4,6.198803999999999e-08
24,100.09,-0.4,0.35,8.784e-08,119.2,-3.8,5.4,-0.2,13.2,0.4,7.33464e-08
25,99.09,-0.4,0.35,1.018e-07,120.1,-3.6,-3.2,-1.2,8.0,3.0,1.1045299999999999e-07
26,98.09,-0.4,0.35,1.176e-07,120.9,-3.3,-2.7,-2.0,-4.4,1.8,1.176e-07
27,97.09,-0.4,0.35,1.357e-07,121.6,-3.0,1.5,-2.8,-4.1,1.5,1.564621e-07
28,96.09,-0.4,0.35,1.565e-07,122.4,-2.7,-2.8,-3.6,-4.9,2.7,1.7089800000000003e-07
29,95.09,-0.4,0.35,1.806e-07,123.1,-2.3,-11.4,-4.3,-8.6,4.2,2.053422e-07
