,HgtMOLA,LatPC,LonW,Denkgm3,Temp,EWind,EWTot,NWind,NWTot,VWind,DensP
0,125.5,-0.45,359.26,1.542e-09,122.8,15.2,15.7,18.4,26.6,-6.2,3.017694e-09
1,124.5,-0.45,359.26,1.804e-09,121.5,14.6,4.2,19.0,25.8,-6.0,2.969384e-09
2,123.5,-0.45,359.26,2.116e-09,120.2,13.9,2.8,19.5,27.1,-2.9,2.554012e-09
3,122.5,-0.45,359.27,2.498e-09,119.0,12.7,-0.9,19.5,43.4,-2.4,2.992604e-09
4,121.5,-0.45,359.27,2.95e-09,117.7,11.6,0.2,19.6,32.3,-1.7,3.2096e-09
5,120.5,-0.45,359.27,3.484e-09,116.5,10.4,1.5,19.7,33.0,0.1,3.525808e-09
6,119.5,-0.45,359.27,4.116e-09,115.2,9.3,-7.0,19.8,33.8,-1.0,5.0956080000000005e-09
7,118.5,-0.45,359.27,4.861e-09,114.1,8.1,-15.4,19.7,44.4,-0.1,6.785955999999999e-09
8,117.5,-0.45,359.27,5.737e-09,113.4,6.6,-17.4,19.0,49.8,0.1,7.182724e-09
9,116.5,-0.45,359.27,6.773e-09,112.8,5.2,-25.1,18.3,52.8,-0.5,7.17938e-09
10,115.5,-0.45,359.27,7.996e-09,112.1,3.8,-24.8,17.6,50.0,-0.7,9.71514e-09
11,114.5,-0.45,359.27,9.441e-09,111.5,2.3,-24.2,16.9,33.7,0.5,1.0149075e-08
12,113.5,-0.45,359.27,1.113e-08,111.1,1.0,-25.7,16.1,31.2,1.3,1.1675369999999999e-08
13,112.5,-0.45,359.27,1.309e-08,111.2,0.1,-32.8,14.9,32.1,-0.4,1.1506110000000001e-08
14,111.5,-0.45,359.27,1.538e-08,111.4,-0.9,-35.3,13.7,27.0,0.3,1.442644e-08
15,110.5,-0.45,359.27,1.808e-08,111.5,-1.8,-42.2,12.6,21.6,-0.2,1.77184e-08
16,109.5,-0.45,359.27,2.125e-08,111.7,-2.8,-36.4,11.4,20.0,-1.0,2.275875e-08
17,108.5,-0.45,359.27,2.492e-08,112.0,-3.6,-33.0,10.2,24.2,-0.8,2.414748e-08
18,107.5,-0.45,359.27,2.904e-08,112.8,-3.8,-36.0,9.0,30.1,-0.9,2.57004e-08
19,106.5,-0.45,359.27,3.385e-08,113.6,-4.1,-26.3,7.7,29.8,-1.8,3.32407e-08
20,105.5,-0.45,359.27,3.946e-08,114.4,-4.4,-18.8,6.5,24.2,-1.6,4.1314619999999994e-08
21,104.5,-0.45,359.27,4.6e-08,115.2,-4.6,-11.5,5.3,20.0,0.8,5.083e-08
22,103.5,-0.45,359.27,5.354e-08,116.0,-4.8,-10.3,4.1,26.9,1.7,4.888202e-08
23,102.5,-0.45,359.27,6.205e-08,116.9,-4.7,-10.8,3.1,21.6,1.0,5.2928650000000005e-08
24,101.5,-0.45,359.27,7.191e-08,117.8,-4.5,-6.7,2.1,6.2,0.2,5.7743730000000004e-08
